t,TWA,AWA,u,v,r,phi,p,alpha,CL,CD,amaLoad,brailLee,brailWind,crewPos,crewPosX,shuntPhase
8.36667,-104.99195,-99.79188,1.37982,2.66583,0.05235,-3.58028,-1.53879,-50.20812,-1.96282,2.26935,0.35803,0.00000,0.00000,0.00000,0.00000,none
8.37083,-105.00444,-99.78925,1.38216,2.66469,0.05235,-3.58677,-1.57498,-50.21075,-1.96278,2.26952,0.35868,0.00000,0.00000,0.00000,0.00000,none
8.37500,-105.01694,-99.78666,1.38449,2.66356,0.05235,-3.59341,-1.61089,-50.21334,-1.96275,2.26968,0.35934,0.00000,0.00000,0.00000,0.00000,none
8.37917,-105.02944,-99.78411,1.38682,2.66242,0.05234,-3.60019,-1.64651,-50.21589,-1.96271,2.26984,0.36002,0.00000,0.00000,0.00000,0.00000,none
8.38333,-105.04193,-99.78161,1.38914,2.66128,0.05234,-3.60713,-1.68182,-50.21839,-1.96268,2.27000,0.36071,0.00000,0.00000,0.00000,0.00000,none
8.38750,-105.05443,-99.77916,1.39145,2.66014,0.05233,-3.61421,-1.71683,-50.22084,-1.96264,2.27015,0.36142,0.00000,0.00000,0.00000,0.00000,none
8.39167,-105.06692,-99.77675,1.39376,2.65899,0.05232,-3.62143,-1.75153,-50.22325,-1.96261,2.27030,0.36214,0.00000,0.00000,0.00000,0.00000,none
8.39583,-105.07941,-99.77439,1.39606,2.65784,0.05231,-3.62880,-1.78591,-50.22561,-1.96257,2.27045,0.36288,0.00000,0.00000,0.00000,0.00000,none
8.40000,-105.09190,-99.77206,1.39836,2.65669,0.05230,-3.63632,-1.81998,-50.22794,-1.96254,2.27059,0.36363,0.00000,0.00000,0.00000,0.00000,none
8.40417,-105.10438,-99.76979,1.40065,2.65554,0.05228,-3.64397,-1.85371,-50.23021,-1.96251,2.27073,0.36440,0.00000,0.00000,0.00000,0.00000,none
8.40833,-105.11686,-99.76755,1.40293,2.65438,0.05226,-3.65176,-1.88712,-50.23245,-1.96248,2.27087,0.36518,0.00000,0.00000,0.00000,0.00000,none
8.41250,-105.12933,-99.76536,1.40521,2.65322,0.05224,-3.65970,-1.92019,-50.23464,-1.96245,2.27101,0.36597,0.00000,0.00000,0.00000,0.00000,none
8.41667,-105.14180,-99.76322,1.40748,2.65206,0.05222,-3.66776,-1.95292,-50.23678,-1.96242,2.27115,0.36678,0.00000,0.00000,0.00000,0.00000,none
8.42083,-105.15427,-99.76111,1.40974,2.65090,0.05220,-3.67597,-1.98531,-50.23889,-1.96239,2.27128,0.36760,0.00000,0.00000,0.00000,0.00000,none
8.42500,-105.16672,-99.75905,1.41199,2.64973,0.05217,-3.68431,-2.01735,-50.24095,-1.96236,2.27141,0.36843,0.00000,0.00000,0.00000,0.00000,none
8.42917,-105.17918,-99.75703,1.41424,2.64856,0.05214,-3.69278,-2.04904,-50.24297,-1.96233,2.27153,0.36928,0.00000,0.00000,0.00000,0.00000,none
8.43333,-105.19162,-99.75505,1.41648,2.64739,0.05211,-3.70138,-2.08038,-50.24495,-1.96230,2.27166,0.37014,0.00000,0.00000,0.00000,0.00000,none
8.43750,-105.20406,-99.75311,1.41872,2.64622,0.05208,-3.71012,-2.11135,-50.24689,-1.96228,2.27178,0.37101,0.00000,0.00000,0.00000,0.00000,none
8.44167,-105.21648,-99.75121,1.42094,2.64504,0.05204,-3.71898,-2.14195,-50.24879,-1.96225,2.27190,0.37190,0.00000,0.00000,0.00000,0.00000,none
8.44583,-105.22890,-99.74935,1.42316,2.64386,0.05200,-3.72796,-2.17219,-50.25065,-1.96222,2.27201,0.37280,0.00000,0.00000,0.00000,0.00000,none
8.45000,-105.24131,-99.74754,1.42538,2.64268,0.05196,-3.73708,-2.20205,-50.25246,-1.96220,2.27213,0.37371,0.00000,0.00000,0.00000,0.00000,none
8.45417,-105.25372,-99.74576,1.42758,2.64149,0.05192,-3.74631,-2.23154,-50.25424,-1.96217,2.27224,0.37463,0.00000,0.00000,0.00000,0.00000,none
8.45833,-105.26611,-99.74402,1.42978,2.64031,0.05188,-3.75567,-2.26065,-50.25598,-1.96215,2.27235,0.37557,0.00000,0.00000,0.00000,0.00000,none
8.46250,-105.27849,-99.74233,1.43197,2.63912,0.05183,-3.76515,-2.28938,-50.25767,-1.96213,2.27245,0.37652,0.00000,0.00000,0.00000,0.00000,none
8.46667,-105.29085,-99.74067,1.43416,2.63793,0.05178,-3.77475,-2.31772,-50.25933,-1.96210,2.27256,0.37748,0.00000,0.00000,0.00000,0.00000,none
8.47083,-105.30321,-99.73905,1.43634,2.63673,0.05173,-3.78447,-2.34566,-50.26095,-1.96208,2.27266,0.37845,0.00000,0.00000,0.00000,0.00000,none
8.47500,-105.31555,-99.73747,1.43851,2.63554,0.05168,-3.79430,-2.37322,-50.26253,-1.96206,2.27276,0.37943,0.00000,0.00000,0.00000,0.00000,none
8.47917,-105.32789,-99.73593,1.44067,2.63434,0.05163,-3.80424,-2.40038,-50.26407,-1.96204,2.27285,0.38042,0.00000,0.00000,0.00000,0.00000,none
8.48333,-105.34020,-99.73442,1.44282,2.63314,0.05157,-3.81430,-2.42714,-50.26558,-1.96202,2.27295,0.38143,0.00000,0.00000,0.00000,0.00000,none
8.48750,-105.35251,-99.73295,1.44497,2.63194,0.05151,-3.82447,-2.45349,-50.26705,-1.96199,2.27304,0.38245,0.00000,0.00000,0.00000,0.00000,none
8.49167,-105.36480,-99.73152,1.44711,2.63073,0.05145,-3.83475,-2.47944,-50.26848,-1.96197,2.27313,0.38347,0.00000,0.00000,0.00000,0.00000,none
8.49583,-105.37708,-99.73013,1.44924,2.62953,0.05139,-3.84513,-2.50498,-50.26987,-1.96196,2.27322,0.38451,0.00000,0.00000,0.00000,0.00000,none
8.50000,-105.38934,-99.72877,1.45137,2.62832,0.05133,-3.85562,-2.53011,-50.27123,-1.96194,2.27330,0.38556,0.00000,0.00000,0.00000,0.00000,none
8.50417,-105.40158,-99.72745,1.45348,2.62711,0.05126,-3.86621,-2.55483,-50.27255,-1.96192,2.27338,0.38662,0.00000,0.00000,0.00000,0.00000,none
8.50833,-105.41381,-99.72617,1.45559,2.62589,0.05119,-3.87691,-2.57913,-50.27383,-1.96190,2.27346,0.38769,0.00000,0.00000,0.00000,0.00000,none
8.51250,-105.42602,-99.72492,1.45769,2.62468,0.05112,-3.88771,-2.60302,-50.27508,-1.96188,2.27354,0.38877,0.00000,0.00000,0.00000,0.00000,none
8.51667,-105.43822,-99.72371,1.45978,2.62346,0.05105,-3.89860,-2.62648,-50.27629,-1.96187,2.27362,0.38986,0.00000,0.00000,0.00000,0.00000,none
8.52083,-105.45040,-99.72253,1.46187,2.62224,0.05097,-3.90959,-2.64952,-50.27747,-1.96185,2.27369,0.39096,0.00000,0.00000,0.00000,0.00000,none
8.52500,-105.46256,-99.72138,1.46395,2.62102,0.05090,-3.92068,-2.67213,-50.27862,-1.96183,2.27376,0.39207,0.00000,0.00000,0.00000,0.00000,none
8.52917,-105.47470,-99.72027,1.46602,2.61980,0.05082,-3.93186,-2.69432,-50.27973,-1.96182,2.27383,0.39319,0.00000,0.00000,0.00000,0.00000,none
8.53333,-105.48682,-99.71920,1.46808,2.61857,0.05074,-3.94313,-2.71608,-50.28080,-1.96180,2.27390,0.39431,0.00000,0.00000,0.00000,0.00000,none
8.53750,-105.49892,-99.71815,1.47013,2.61735,0.05066,-3.95449,-2.73740,-50.28185,-1.96179,2.27397,0.39545,0.00000,0.00000,0.00000,0.00000,none
