t,TWA,AWA,u,v,r,phi,p,alpha,CL,CD,amaLoad,brailLee,brailWind,crewPos,crewPosX,shuntPhase
10.27917,-108.42497,-99.24882,1.96866,2.16746,0.02904,-5.01046,0.53423,-50.75118,-1.95522,2.30361,0.50105,0.00000,0.00000,0.00000,0.00000,none
10.28333,-108.43191,-99.24685,1.96994,2.16632,0.02910,-5.00827,0.51619,-50.75315,-1.95519,2.30374,0.50083,0.00000,0.00000,0.00000,0.00000,none
10.28750,-108.43886,-99.24489,1.97122,2.16517,0.02916,-5.00616,0.49805,-50.75511,-1.95516,2.30386,0.50062,0.00000,0.00000,0.00000,0.00000,none
10.29167,-108.44583,-99.24296,1.97250,2.16401,0.02922,-5.00412,0.47981,-50.75704,-1.95513,2.30398,0.50041,0.00000,0.00000,0.00000,0.00000,none
10.29583,-108.45281,-99.24103,1.97379,2.16286,0.02928,-5.00216,0.46148,-50.75897,-1.95511,2.30411,0.50022,0.00000,0.00000,0.00000,0.00000,none
10.30000,-108.45981,-99.23913,1.97507,2.16170,0.02934,-5.00027,0.44306,-50.76087,-1.95508,2.30423,0.50003,0.00000,0.00000,0.00000,0.00000,none
10.30417,-108.46682,-99.23723,1.97635,2.16054,0.02940,-4.99847,0.42456,-50.76277,-1.95505,2.30435,0.49985,0.00000,0.00000,0.00000,0.00000,none
10.30833,-108.47385,-99.23536,1.97764,2.15937,0.02946,-4.99674,0.40596,-50.76464,-1.95503,2.30447,0.49967,0.00000,0.00000,0.00000,0.00000,none
10.31250,-108.48089,-99.23350,1.97892,2.15820,0.02952,-4.99508,0.38728,-50.76650,-1.95500,2.30459,0.49951,0.00000,0.00000,0.00000,0.00000,none
10.31667,-108.48794,-99.23165,1.98020,2.15703,0.02957,-4.99351,0.36853,-50.76835,-1.95498,2.30470,0.49935,0.00000,0.00000,0.00000,0.00000,none
10.32083,-108.49501,-99.22982,1.98148,2.15585,0.02963,-4.99201,0.34969,-50.77018,-1.95495,2.30482,0.49920,0.00000,0.00000,0.00000,0.00000,none
10.32500,-108.50209,-99.22801,1.98277,2.15468,0.02969,-4.99060,0.33078,-50.77199,-1.95493,2.30494,0.49906,0.00000,0.00000,0.00000,0.00000,none
10.32917,-108.50918,-99.22621,1.98405,2.15349,0.02974,-4.98926,0.31180,-50.77379,-1.95490,2.30505,0.49893,0.00000,0.00000,0.00000,0.00000,none
10.33333,-108.51629,-99.22443,1.98533,2.15231,0.02980,-4.98800,0.29275,-50.77557,-1.95488,2.30516,0.49880,0.00000,0.00000,0.00000,0.00000,none
10.33750,-108.52341,-99.22267,1.98661,2.15112,0.02985,-4.98682,0.27363,-50.77733,-1.95485,2.30528,0.49868,0.00000,0.00000,0.00000,0.00000,none
10.34167,-108.53054,-99.22092,1.98789,2.14993,0.02990,-4.98572,0.25445,-50.77908,-1.95483,2.30539,0.49857,0.00000,0.00000,0.00000,0.00000,none
10.34583,-108.53769,-99.21919,1.98917,2.14873,0.02996,-4.98470,0.23520,-50.78081,-1.95480,2.30550,0.49847,0.00000,0.00000,0.00000,0.00000,none
10.35000,-108.54485,-99.21748,1.99045,2.14753,0.03001,-4.98376,0.21590,-50.78252,-1.95478,2.30561,0.49838,0.00000,0.00000,0.00000,0.00000,none
10.35417,-108.55202,-99.21578,1.99173,2.14633,0.03006,-4.98290,0.19654,-50.78422,-1.95475,2.30572,0.49829,0.00000,0.00000,0.00000,0.00000,none
10.35833,-108.55920,-99.21410,1.99301,2.14513,0.03011,-4.98212,0.17713,-50.78590,-1.95473,2.30582,0.49821,0.00000,0.00000,0.00000,0.00000,none
10.36250,-108.56639,-99.21244,1.99429,2.14392,0.03016,-4.98142,0.15767,-50.78756,-1.95471,2.30593,0.49814,0.00000,0.00000,0.00000,0.00000,none
10.36667,-108.57360,-99.21080,1.99556,2.14271,0.03021,-4.98081,0.13815,-50.78920,-1.95468,2.30603,0.49808,0.00000,0.00000,0.00000,0.00000,none
10.37083,-108.58082,-99.20917,1.99684,2.14149,0.03026,-4.98027,0.11860,-50.79083,-1.95466,2.30614,0.49803,0.00000,0.00000,0.00000,0.00000,none
10.37500,-108.58805,-99.20756,1.99811,2.14028,0.03030,-4.97982,0.09900,-50.79244,-1.95464,2.30624,0.49798,0.00000,0.00000,0.00000,0.00000,none
10.37917,-108.59529,-99.20597,1.99939,2.13906,0.03035,-4.97945,0.07936,-50.79403,-1.95462,2.30634,0.49794,0.00000,0.00000,0.00000,0.00000,none
10.38333,-108.60254,-99.20439,2.00066,2.13783,0.03040,-4.97916,0.05968,-50.79561,-1.95459,2.30644,0.49792,0.00000,0.00000,0.00000,0.00000,none
10.38750,-108.60980,-99.20284,2.00193,2.13660,0.03044,-4.97895,0.03997,-50.79716,-1.95457,2.30654,0.49789,0.00000,0.00000,0.00000,0.00000,none
10.39167,-108.61707,-99.20130,2.00321,2.13537,0.03049,-4.97882,0.02023,-50.79870,-1.95455,2.30664,0.49788,0.00000,0.00000,0.00000,0.00000,none
10.39583,-108.62435,-99.19978,2.00448,2.13414,0.03053,-4.97878,0.00046,-50.80022,-1.95453,2.30674,0.49788,0.00000,0.00000,0.00000,0.00000,none
10.40000,-108.63165,-99.19827,2.00574,2.13290,0.03057,-4.97882,-0.01933,-50.80173,-1.95451,2.30683,0.49788,0.00000,0.00000,0.00000,0.00000,none
10.40417,-108.63895,-99.19679,2.00701,2.13166,0.03061,-4.97894,-0.03916,-50.80321,-1.95449,2.30693,0.49789,0.00000,0.00000,0.00000,0.00000,none
10.40833,-108.64627,-99.19532,2.00828,2.13041,0.03065,-4.97914,-0.05900,-50.80468,-1.95447,2.30702,0.49791,0.00000,0.00000,0.00000,0.00000,none
10.41250,-108.65359,-99.19388,2.00955,2.12917,0.03070,-4.97943,-0.07886,-50.80612,-1.95445,2.30711,0.49794,0.00000,0.00000,0.00000,0.00000,none
10.41667,-108.66092,-99.19245,2.01081,2.12792,0.03073,-4.97980,-0.09873,-50.80755,-1.95443,2.30720,0.49798,0.00000,0.00000,0.00000,0.00000,none
10.42083,-108.66826,-99.19104,2.01207,2.12666,0.03077,-4.98025,-0.11862,-50.80896,-1.95441,2.30729,0.49803,0.00000,0.00000,0.00000,0.00000,none
10.42500,-108.67561,-99.18965,2.01333,2.12540,0.03081,-4.98079,-0.13852,-50.81035,-1.95439,2.30738,0.49808,0.00000,0.00000,0.00000,0.00000,none
10.42917,-108.68297,-99.18827,2.01459,2.12414,0.03085,-4.98141,-0.15842,-50.81173,-1.95437,2.30747,0.49814,0.00000,0.00000,0.00000,0.00000,none
10.43333,-108.69034,-99.18692,2.01585,2.12288,0.03088,-4.98211,-0.17833,-50.81308,-1.95435,2.30756,0.49821,0.00000,0.00000,0.00000,0.00000,none
10.43750,-108.69772,-99.18558,2.01711,2.12161,0.03092,-4.98290,-0.19824,-50.81442,-1.95433,2.30764,0.49829,0.00000,0.00000,0.00000,0.00000,none
10.44167,-108.70510,-99.18427,2.01837,2.12034,0.03095,-4.98376,-0.21815,-50.81573,-1.95431,2.30773,0.49838,0.00000,0.00000,0.00000,0.00000,none
10.44583,-108.71250,-99.18297,2.01962,2.11907,0.03099,-4.98471,-0.23806,-50.81703,-1.95429,2.30781,0.49847,0.00000,0.00000,0.00000,0.00000,none
10.45000,-108.71990,-99.18169,2.02087,2.11779,0.03102,-4.98575,-0.25796,-50.81831,-1.95428,2.30789,0.49857,0.00000,0.00000,0.00000,0.00000,none
10.45417,-108.72731,-99.18044,2.02212,2.11651,0.03105,-4.98686,-0.27785,-50.81956,-1.95426,2.30797,0.49869,0.00000,0.00000,0.00000,0.00000,none
10.45833,-108.73472,-99.17920,2.02337,2.11523,0.03108,-4.98806,-0.29774,-50.82080,-1.95424,2.30805,0.49881,0.00000,0.00000,0.00000,0.00000,none
10.46250,-108.74215,-99.17798,2.02462,2.11394,0.03111,-4.98934,-0.31760,-50.82202,-1.95422,2.30813,0.49893,0.00000,0.00000,0.00000,0.00000,none
10.46667,-108.74958,-99.17678,2.02586,2.11265,0.03114,-4.99071,-0.33745,-50.82322,-1.95421,2.30820,0.49907,0.00000,0.00000,0.00000,0.00000,none
10.47083,-108.75702,-99.17559,2.02711,2.11136,0.03117,-4.99216,-0.35729,-50.82441,-1.95419,2.30828,0.49922,0.00000,0.00000,0.00000,0.00000,none
10.47500,-108.76446,-99.17443,2.02835,2.11006,0.03119,-4.99369,-0.37710,-50.82557,-1.95418,2.30835,0.49937,0.00000,0.00000,0.00000,0.00000,none
10.47917,-108.77191,-99.17329,2.02959,2.10876,0.03122,-4.99530,-0.39688,-50.82671,-1.95416,2.30843,0.49953,0.00000,0.00000,0.00000,0.00000,none
10.48333,-108.77937,-99.17217,2.03083,2.10746,0.03125,-4.99699,-0.41664,-50.82783,-1.95414,2.30850,0.49970,0.00000,0.00000,0.00000,0.00000,none
10.48750,-108.78683,-99.17107,2.03206,2.10616,0.03127,-4.99877,-0.43637,-50.82893,-1.95413,2.30857,0.49988,0.00000,0.00000,0.00000,0.00000,none
10.49167,-108.79430,-99.16998,2.03329,2.10485,0.03129,-5.00063,-0.45607,-50.83002,-1.95411,2.30864,0.50006,0.00000,0.00000,0.00000,0.00000,none
10.49583,-108.80177,-99.16892,2.03453,2.10353,0.03132,-5.00257,-0.47573,-50.83108,-1.95410,2.30871,0.50026,0.00000,0.00000,0.00000,0.00000,none
10.50000,-108.80925,-99.16788,2.03575,2.10222,0.03134,-5.00459,-0.49536,-50.83212,-1.95408,2.30877,0.50046,0.00000,0.00000,0.00000,0.00000,none
10.50417,-108.81673,-99.16685,2.03698,2.10090,0.03136,-5.00670,-0.51495,-50.83315,-1.95407,2.30884,0.50067,0.00000,0.00000,0.00000,0.00000,none
10.50833,-108.82422,-99.16585,2.03821,2.09958,0.03138,-5.00889,-0.53449,-50.83415,-1.95406,2.30890,0.50089,0.00000,0.00000,0.00000,0.00000,none
10.51250,-108.83172,-99.16486,2.03943,2.09826,0.03140,-5.01115,-0.55399,-50.83514,-1.95404,2.30897,0.50112,0.00000,0.00000,0.00000,0.00000,none
10.51667,-108.83921,-99.16390,2.04065,2.09693,0.03142,-5.01350,-0.57345,-50.83610,-1.95403,2.30903,0.50135,0.00000,0.00000,0.00000,0.00000,none
10.52083,-108.84672,-99.16296,2.04186,2.09560,0.03143,-5.01593,-0.59285,-50.83704,-1.95401,2.30909,0.50159,0.00000,0.00000,0.00000,0.00000,none
10.52500,-108.85422,-99.16203,2.04308,2.09426,0.03145,-5.01844,-0.61220,-50.83797,-1.95400,2.30915,0.50184,0.00000,0.00000,0.00000,0.00000,none
10.52917,-108.86173,-99.16113,2.04429,2.09293,0.03146,-5.02103,-0.63150,-50.83887,-1.95399,2.30920,0.50210,0.00000,0.00000,0.00000,0.00000,none
10.53333,-108.86924,-99.16024,2.04550,2.09159,0.03148,-5.02370,-0.65074,-50.83976,-1.95398,2.30926,0.50237,0.00000,0.00000,0.00000,0.00000,none
10.53750,-108.87676,-99.15938,2.04671,2.09024,0.03149,-5.02646,-0.66993,-50.84062,-1.95396,2.30932,0.50265,0.00000,0.00000,0.00000,0.00000,none
10.54167,-108.88428,-99.15854,2.04791,2.08890,0.03150,-5.02929,-0.68905,-50.84146,-1.95395,2.30937,0.50293,0.00000,0.00000,0.00000,0.00000,none
10.54583,-108.89180,-99.15771,2.04911,2.08755,0.03151,-5.03220,-0.70811,-50.84229,-1.95394,2.30942,0.50322,0.00000,0.00000,0.00000,0.00000,none
10.55000,-108.89933,-99.15691,2.05031,2.08620,0.03152,-5.03519,-0.72710,-50.84309,-1.95393,2.30947,0.50352,0.00000,0.00000,0.00000,0.00000,none
10.55417,-108.90685,-99.15613,2.05151,2.08484,0.03153,-5.03826,-0.74602,-50.84387,-1.95392,2.30952,0.50383,0.00000,0.00000,0.00000,0.00000,none
10.55833,-108.91438,-99.15536,2.05270,2.08348,0.03154,-5.04140,-0.76487,-50.84464,-1.95391,2.30957,0.50414,0.00000,0.00000,0.00000,0.00000,none
10.56250,-108.92191,-99.15462,2.05390,2.08212,0.03155,-5.04463,-0.78365,-50.84538,-1.95390,2.30962,0.50446,0.00000,0.00000,0.00000,0.00000,none
10.56667,-108.92945,-99.15390,2.05508,2.08076,0.03155,-5.04794,-0.80236,-50.84610,-1.95389,2.30967,0.50479,0.00000,0.00000,0.00000,0.00000,none
10.57083,-108.93698,-99.15319,2.05627,2.07939,0.03156,-5.05132,-0.82099,-50.84681,-1.95388,2.30971,0.50513,0.00000,0.00000,0.00000,0.00000,none
10.57500,-108.94451,-99.15251,2.05745,2.07802,0.03156,-5.05478,-0.83953,-50.84749,-1.95387,2.30975,0.50548,0.00000,0.00000,0.00000,0.00000,none
10.57917,-108.95205,-99.15185,2.05863,2.07665,0.03157,-5.05831,-0.85800,-50.84815,-1.95386,2.30980,0.50583,0.00000,0.00000,0.00000,0.00000,none
10.58333,-108.95959,-99.15121,2.05981,2.07527,0.03157,-5.06193,-0.87638,-50.84879,-1.95385,2.30984,0.50619,0.00000,0.00000,0.00000,0.00000,none
10.58750,-108.96712,-99.15058,2.06098,2.07389,0.03157,-5.06562,-0.89468,-50.84942,-1.95384,2.30988,0.50656,0.00000,0.00000,0.00000,0.00000,none
10.59167,-108.97466,-99.14998,2.06215,2.07251,0.03157,-5.06938,-0.91288,-50.85002,-1.95383,2.30992,0.50694,0.00000,0.00000,0.00000,0.00000,none
10.59583,-108.98220,-99.14940,2.06332,2.07113,0.03157,-5.07322,-0.93100,-50.85060,-1.95382,2.30995,0.50732,0.00000,0.00000,0.00000,0.00000,none
10.60000,-108.98974,-99.14884,2.06448,2.06974,0.03157,-5.07714,-0.94903,-50.85116,-1.95382,2.30999,0.50771,0.00000,0.00000,0.00000,0.00000,none
10.60417,-108.99727,-99.14829,2.06564,2.06835,0.03157,-5.08113,-0.96696,-50.85171,-1.95381,2.31002,0.50811,0.00000,0.00000,0.00000,0.00000,none
10.60833,-109.00481,-99.14777,2.06680,2.06696,0.03156,-5.08520,-0.98479,-50.85223,-1.95380,2.31006,0.50852,0.00000,0.00000,0.00000,0.00000,none
10.61250,-109.01234,-99.14727,2.06795,2.06556,0.03156,-5.08934,-1.00253,-50.85273,-1.95380,2.31009,0.50893,0.00000,0.00000,0.00000,0.00000,none
10.61667,-109.01988,-99.14679,2.06910,2.06417,0.03155,-5.09355,-1.02016,-50.85321,-1.95379,2.31012,0.50936,0.00000,0.00000,0.00000,0.00000,none
10.62083,-109.02741,-99.14633,2.07025,2.06277,0.03155,-5.09784,-1.03769,-50.85367,-1.95378,2.31015,0.50978,0.00000,0.00000,0.00000,0.00000,none
10.62500,-109.03494,-99.14588,2.07139,2.06136,0.03154,-5.10220,-1.05512,-50.85412,-1.95378,2.31018,0.51022,0.00000,0.00000,0.00000,0.00000,none
10.62917,-109.04247,-99.14546,2.07254,2.05996,0.03153,-5.10663,-1.07244,-50.85454,-1.95377,2.31021,0.51066,0.00000,0.00000,0.00000,0.00000,none
10.63333,-109.05000,-99.14506,2.07367,2.05855,0.03152,-5.11114,-1.08965,-50.85494,-1.95376,2.31023,0.51111,0.00000,0.00000,0.00000,0.00000,none
10.63750,-109.05752,-99.14468,2.07481,2.05714,0.03151,-5.11571,-1.10676,-50.85532,-1.95376,2.31026,0.51157,0.00000,0.00000,0.00000,0.00000,none
10.64167,-109.06504,-99.14431,2.07594,2.05572,0.03150,-5.12036,-1.12375,-50.85569,-1.95375,2.31028,0.51204,0.00000,0.00000,0.00000,0.00000,none
10.64583,-109.07256,-99.14397,2.07706,2.05431,0.03149,-5.12508,-1.14063,-50.85603,-1.95375,2.31030,0.51251,0.00000,0.00000,0.00000,0.00000,none
10.65000,-109.08008,-99.14364,2.07819,2.05289,0.03148,-5.12986,-1.15739,-50.85636,-1.95374,2.31032,0.51299,0.00000,0.00000,0.00000,0.00000,none
10.65417,-109.08759,-99.14334,2.07931,2.05146,0.03146,-5.13472,-1.17403,-50.85666,-1.95374,2.31034,0.51347,0.00000,0.00000,0.00000,0.00000,none
10.65833,-109.09510,-99.14305,2.08042,2.05004,0.03145,-5.13965,-1.19056,-50.85695,-1.95374,2.31036,0.51396,0.00000,0.00000,0.00000,0.00000,none
10.66250,-109.10260,-99.14279,2.08153,2.04861,0.03143,-5.14464,-1.20696,-50.85721,-1.95373,2.31038,0.51446,0.00000,0.00000,0.00000,0.00000,none
10.66667,-109.11010,-99.14254,2.08264,2.04718,0.03141,-5.14971,-1.22324,-50.85746,-1.95373,2.31039,0.51497,0.00000,0.00000,0.00000,0.00000,none
10.67083,-109.11760,-99.14232,2.08375,2.04575,0.03140,-5.15484,-1.23940,-50.85768,-1.95373,2.31041,0.51548,0.00000,0.00000,0.00000,0.00000,none
10.67500,-109.12509,-99.14211,2.08485,2.04432,0.03138,-5.16003,-1.25543,-50.85789,-1.95372,2.31042,0.51600,0.00000,0.00000,0.00000,0.00000,none
10.67917,-109.13258,-99.14192,2.08595,2.04288,0.03136,-5.16530,-1.27134,-50.85808,-1.95372,2.31043,0.51653,0.00000,0.00000,0.00000,0.00000,none
10.68333,-109.14007,-99.14175,2.08704,2.04144,0.03134,-5.17063,-1.28711,-50.85825,-1.95372,2.31044,0.51706,0.00000,0.00000,0.00000,0.00000,none
10.68750,-109.14754,-99.14160,2.08813,2.04000,0.03131,-5.17602,-1.30276,-50.85840,-1.95372,2.31045,0.51760,0.00000,0.00000,0.00000,0.00000,none
10.69167,-109.15502,-99.14147,2.08922,2.03856,0.03129,-5.18148,-1.31827,-50.85853,-1.95371,2.31046,0.51815,0.00000,0.00000,0.00000,0.00000,none
10.69583,-109.16248,-99.14135,2.09030,2.03711,0.03127,-5.18701,-1.33365,-50.85865,-1.95371,2.31047,0.51870,0.00000,0.00000,0.00000,0.00000,none
10.70000,-109.16995,-99.14126,2.09138,2.03566,0.03124,-5.19260,-1.34889,-50.85874,-1.95371,2.31047,0.51926,0.00000,0.00000,0.00000,0.00000,none
10.70417,-109.17740,-99.14119,2.09245,2.03421,0.03122,-5.19825,-1.36400,-50.85881,-1.95371,2.31048,0.51982,0.00000,0.00000,0.00000,0.00000,none
10.70833,-109.18485,-99.14113,2.09352,2.03276,0.03119,-5.20396,-1.37897,-50.85887,-1.95371,2.31048,0.52040,0.00000,0.00000,0.00000,0.00000,none
10.71250,-109.19229,-99.14109,2.09459,2.03130,0.03116,-5.20974,-1.39380,-50.85891,-1.95371,2.31048,0.52097,0.00000,0.00000,0.00000,0.00000,none
10.71667,-109.19973,-99.14107,2.09565,2.02984,0.03113,-5.21558,-1.40849,-50.85893,-1.95371,2.31049,0.52156,0.00000,0.00000,0.00000,0.00000,none
10.72083,-109.20716,-99.14107,2.09671,2.02838,0.03110,-5.22148,-1.42303,-50.85893,-1.95371,2.31049,0.52215,0.00000,0.00000,0.00000,0.00000,none
10.72500,-109.21458,-99.14108,2.09776,2.02692,0.03107,-5.22744,-1.43744,-50.85892,-1.95371,2.31049,0.52274,0.00000,0.00000,0.00000,0.00000,none
10.72917,-109.22199,-99.14112,2.09881,2.02546,0.03104,-5.23346,-1.45170,-50.85888,-1.95371,2.31048,0.52335,0.00000,0.00000,0.00000,0.00000,none
10.73333,-109.22940,-99.14117,2.09986,2.02399,0.03101,-5.23953,-1.46581,-50.85883,-1.95371,2.31048,0.52395,0.00000,0.00000,0.00000,0.00000,none
10.73750,-109.23680,-99.14124,2.10090,2.02252,0.03098,-5.24567,-1.47978,-50.85876,-1.95371,2.31048,0.52457,0.00000,0.00000,0.00000,0.00000,none
10.74167,-109.24419,-99.14133,2.10194,2.02105,0.03094,-5.25187,-1.49359,-50.85867,-1.95371,2.31047,0.52519,0.00000,0.00000,0.00000,0.00000,none
10.74583,-109.25157,-99.14143,2.10297,2.01958,0.03091,-5.25812,-1.50726,-50.85857,-1.95371,2.31046,0.52581,0.00000,0.00000,0.00000,0.00000,none
10.75000,-109.25895,-99.14156,2.10400,2.01810,0.03087,-5.26443,-1.52078,-50.85844,-1.95372,2.31045,0.52644,0.00000,0.00000,0.00000,0.00000,none
10.75417,-109.26631,-99.14170,2.10503,2.01663,0.03083,-5.27079,-1.53414,-50.85830,-1.95372,2.31045,0.52708,0.00000,0.00000,0.00000,0.00000,none
10.75833,-109.27367,-99.14186,2.10605,2.01515,0.03079,-5.27721,-1.54736,-50.85814,-1.95372,2.31044,0.52772,0.00000,0.00000,0.00000,0.00000,none
10.76250,-109.28101,-99.14203,2.10707,2.01367,0.03076,-5.28369,-1.56042,-50.85797,-1.95372,2.31042,0.52837,0.00000,0.00000,0.00000,0.00000,none
10.76667,-109.28835,-99.14222,2.10808,2.01218,0.03072,-5.29021,-1.57332,-50.85778,-1.95372,2.31041,0.52902,0.00000,0.00000,0.00000,0.00000,none
10.77083,-109.29568,-99.14243,2.10909,2.01070,0.03068,-5.29680,-1.58607,-50.85757,-1.95373,2.31040,0.52968,0.00000,0.00000,0.00000,0.00000,none
10.77500,-109.30300,-99.14265,2.11009,2.00921,0.03063,-5.30343,-1.59866,-50.85735,-1.95373,2.31038,0.53034,0.00000,0.00000,0.00000,0.00000,none
10.77917,-109.31031,-99.14290,2.11109,2.00773,0.03059,-5.31012,-1.61109,-50.85710,-1.95373,2.31037,0.53101,0.00000,0.00000,0.00000,0.00000,none
10.78333,-109.31760,-99.14315,2.11209,2.00624,0.03055,-5.31686,-1.62337,-50.85685,-1.95374,2.31035,0.53169,0.00000,0.00000,0.00000,0.00000,none
10.78750,-109.32489,-99.14343,2.11308,2.00474,0.03050,-5.32365,-1.63548,-50.85657,-1.95374,2.31034,0.53236,0.00000,0.00000,0.00000,0.00000,none
10.79167,-109.33217,-99.14372,2.11407,2.00325,0.03046,-5.33049,-1.64744,-50.85628,-1.95375,2.31032,0.53305,0.00000,0.00000,0.00000,0.00000,none
10.79583,-109.33943,-99.14403,2.11505,2.00175,0.03041,-5.33737,-1.65923,-50.85597,-1.95375,2.31030,0.53374,0.00000,0.00000,0.00000,0.00000,none
10.80000,-109.34669,-99.14435,2.11603,2.00026,0.03037,-5.34431,-1.67086,-50.85565,-1.95375,2.31028,0.53443,0.00000,0.00000,0.00000,0.00000,none
10.80417,-109.35393,-99.14469,2.11700,1.99876,0.03032,-5.35130,-1.68233,-50.85531,-1.95376,2.31025,0.53513,0.00000,0.00000,0.00000,0.00000,none
10.80833,-109.36117,-99.14504,2.11797,1.99726,0.03027,-5.35833,-1.69363,-50.85496,-1.95376,2.31023,0.53583,0.00000,0.00000,0.00000,0.00000,none
10.81250,-109.36839,-99.14541,2.11894,1.99576,0.03022,-5.36541,-1.70477,-50.85459,-1.95377,2.31021,0.53654,0.00000,0.00000,0.00000,0.00000,none
10.81667,-109.37559,-99.14579,2.11990,1.99425,0.03017,-5.37254,-1.71575,-50.85421,-1.95377,2.31018,0.53725,0.00000,0.00000,0.00000,0.00000,none
10.82083,-109.38279,-99.14619,2.12085,1.99275,0.03012,-5.37971,-1.72656,-50.85381,-1.95378,2.31016,0.53797,0.00000,0.00000,0.00000,0.00000,none
10.82500,-109.38997,-99.14661,2.12181,1.99124,0.03007,-5.38693,-1.73720,-50.85339,-1.95379,2.31013,0.53869,0.00000,0.00000,0.00000,0.00000,none
10.82917,-109.39715,-99.14704,2.12275,1.98973,0.03001,-5.39419,-1.74768,-50.85296,-1.95379,2.31010,0.53942,0.00000,0.00000,0.00000,0.00000,none
10.83333,-109.40431,-99.14748,2.12370,1.98822,0.02996,-5.40149,-1.75799,-50.85252,-1.95380,2.31008,0.54015,0.00000,0.00000,0.00000,0.00000,none
10.83750,-109.41145,-99.14794,2.12464,1.98671,0.02991,-5.40884,-1.76813,-50.85206,-1.95380,2.31005,0.54088,0.00000,0.00000,0.00000,0.00000,none
10.84167,-109.41858,-99.14841,2.12557,1.98520,0.02985,-5.41622,-1.77810,-50.85159,-1.95381,2.31002,0.54162,0.00000,0.00000,0.00000,0.00000,none
10.84583,-109.42570,-99.14889,2.12650,1.98368,0.02979,-5.42365,-1.78791,-50.85111,-1.95382,2.30999,0.54237,0.00000,0.00000,0.00000,0.00000,none
10.85000,-109.43281,-99.14939,2.12742,1.98217,0.02974,-5.43112,-1.79754,-50.85061,-1.95382,2.30995,0.54311,0.00000,0.00000,0.00000,0.00000,none
10.85417,-109.43990,-99.14991,2.12835,1.98065,0.02968,-5.43863,-1.80701,-50.85009,-1.95383,2.30992,0.54386,0.00000,0.00000,0.00000,0.00000,none
10.85833,-109.44698,-99.15043,2.12926,1.97913,0.02962,-5.44618,-1.81630,-50.84957,-1.95384,2.30989,0.54462,0.00000,0.00000,0.00000,0.00000,none
10.86250,-109.45405,-99.15097,2.13017,1.97761,0.02956,-5.45377,-1.82543,-50.84903,-1.95385,2.30985,0.54538,0.00000,0.00000,0.00000,0.00000,none
10.86667,-109.46110,-99.15153,2.13108,1.97609,0.02950,-5.46139,-1.83438,-50.84847,-1.95385,2.30982,0.54614,0.00000,0.00000,0.00000,0.00000,none
10.87083,-109.46813,-99.15209,2.13198,1.97457,0.02944,-5.46905,-1.84317,-50.84791,-1.95386,2.30978,0.54691,0.00000,0.00000,0.00000,0.00000,none
10.87500,-109.47515,-99.15267,2.13288,1.97305,0.02938,-5.47675,-1.85178,-50.84733,-1.95387,2.30974,0.54768,0.00000,0.00000,0.00000,0.00000,none
10.87917,-109.48216,-99.15326,2.13378,1.97152,0.02932,-5.48448,-1.86022,-50.84674,-1.95388,2.30971,0.54845,0.00000,0.00000,0.00000,0.00000,none
10.88333,-109.48915,-99.15387,2.13467,1.97000,0.02926,-5.49225,-1.86848,-50.84613,-1.95389,2.30967,0.54923,0.00000,0.00000,0.00000,0.00000,none
10.88750,-109.49613,-99.15448,2.13555,1.96847,0.02919,-5.50006,-1.87658,-50.84552,-1.95390,2.30963,0.55001,0.00000,0.00000,0.00000,0.00000,none
10.89167,-109.50309,-99.15511,2.13643,1.96694,0.02913,-5.50789,-1.88450,-50.84489,-1.95390,2.30959,0.55079,0.00000,0.00000,0.00000,0.00000,none
10.89583,-109.51004,-99.15575,2.13731,1.96541,0.02906,-5.51576,-1.89225,-50.84425,-1.95391,2.30955,0.55158,0.00000,0.00000,0.00000,0.00000,none
10.90000,-109.51697,-99.15640,2.13818,1.96388,0.02900,-5.52366,-1.89983,-50.84360,-1.95392,2.30951,0.55237,0.00000,0.00000,0.00000,0.00000,none
10.90417,-109.52388,-99.15706,2.13905,1.96235,0.02893,-5.53159,-1.90724,-50.84294,-1.95393,2.30946,0.55316,0.00000,0.00000,0.00000,0.00000,none
10.90833,-109.53078,-99.15774,2.13991,1.96082,0.02886,-5.53955,-1.91447,-50.84226,-1.95394,2.30942,0.55396,0.00000,0.00000,0.00000,0.00000,none
10.91250,-109.53766,-99.15842,2.14077,1.95929,0.02879,-5.54754,-1.92153,-50.84158,-1.95395,2.30938,0.55475,0.00000,0.00000,0.00000,0.00000,none
10.91667,-109.54453,-99.15912,2.14162,1.95776,0.02872,-5.55557,-1.92842,-50.84088,-1.95396,2.30933,0.55556,0.00000,0.00000,0.00000,0.00000,none
10.92083,-109.55138,-99.15982,2.14247,1.95622,0.02865,-5.56361,-1.93513,-50.84018,-1.95397,2.30929,0.55636,0.00000,0.00000,0.00000,0.00000,none
10.92500,-109.55821,-99.16054,2.14332,1.95469,0.02858,-5.57169,-1.94167,-50.83946,-1.95398,2.30924,0.55717,0.00000,0.00000,0.00000,0.00000,none
10.92917,-109.56502,-99.16126,2.14416,1.95315,0.02851,-5.57979,-1.94804,-50.83874,-1.95399,2.30920,0.55798,0.00000,0.00000,0.00000,0.00000,none
10.93333,-109.57182,-99.16200,2.14499,1.95161,0.02844,-5.58792,-1.95424,-50.83800,-1.95400,2.30915,0.55879,0.00000,0.00000,0.00000,0.00000,none
