t,TWA,AWA,u,v,r,phi,p,delta,deltaMax,alpha,CL,CD,amaLoad,brailLee,brailWind,crewPos,crewPosX,shuntPhase
95.19167,-89.74395,-78.93930,1.14559,0.00238,-0.00000,-1.19446,0.01623,78.93930,90.00000,-180.00000,0.00000,0.04312,0.11945,0.00000,0.00000,0.20000,0.00000,transfer
95.19583,-89.74395,-78.94138,1.14536,0.00238,-0.00000,-1.19439,0.01606,78.94138,90.00000,-180.00000,0.00000,0.04312,0.11944,0.00000,0.00000,0.20000,0.00000,transfer
95.20000,-89.74395,-78.94345,1.14514,0.00238,-0.00000,-1.19432,0.01589,78.94345,90.00000,-180.00000,0.00000,0.04312,0.11943,0.00000,0.00000,0.20000,0.00000,transfer
95.20417,-89.74395,-78.94552,1.14491,0.00238,-0.00000,-1.19426,0.01571,78.94552,90.00000,-180.00000,0.00000,0.04312,0.11943,0.00000,0.00000,0.20000,0.00000,transfer
95.20833,-89.74395,-78.94759,1.14469,0.00238,-0.00000,-1.19419,0.01554,78.94759,90.00000,180.00000,0.00000,0.04312,0.11942,0.00000,0.00000,0.20000,0.00000,transfer
95.21250,-89.74395,-78.94967,1.14446,0.00238,-0.00000,-1.19413,0.01536,78.94967,90.00000,180.00000,0.00000,0.04312,0.11941,0.00000,0.00000,0.20000,0.00000,transfer
95.21667,-89.74395,-78.95174,1.14424,0.00238,-0.00000,-1.19406,0.01517,78.95174,90.00000,180.00000,0.00000,0.04312,0.11941,0.00000,0.00000,0.20000,0.00000,transfer
95.22083,-89.74395,-78.95381,1.14401,0.00238,-0.00000,-1.19400,0.01499,78.95381,90.00000,-180.00000,0.00000,0.04312,0.11940,0.00000,0.00000,0.20000,0.00000,transfer
95.22500,-89.74395,-78.95588,1.14379,0.00238,-0.00000,-1.19394,0.01480,78.95588,90.00000,-180.00000,0.00000,0.04312,0.11939,0.00000,0.00000,0.20000,0.00000,transfer
95.22917,-89.74394,-78.95795,1.14356,0.00238,-0.00000,-1.19388,0.01460,78.95795,90.00000,180.00000,0.00000,0.04312,0.11939,0.00000,0.00000,0.20000,0.00000,transfer
95.23333,-89.74394,-78.96001,1.14334,0.00238,-0.00000,-1.19382,0.01441,78.96001,90.00000,-180.00000,0.00000,0.04312,0.11938,0.00000,0.00000,0.20000,0.00000,transfer
95.23750,-89.74394,-78.96208,1.14311,0.00237,-0.00000,-1.19376,0.01421,78.96208,90.00000,180.00000,0.00000,0.04312,0.11938,0.00000,0.00000,0.20000,0.00000,transfer
95.24167,-89.74394,-78.96415,1.14289,0.00237,-0.00000,-1.19370,0.01401,78.96415,90.00000,180.00000,0.00000,0.04312,0.11937,0.00000,0.00000,0.20000,0.00000,transfer
95.24583,-89.74394,-78.96621,1.14267,0.00237,-0.00000,-1.19364,0.01381,78.96621,90.00000,-180.00000,0.00000,0.04312,0.11936,0.00000,0.00000,0.20000,0.00000,transfer
95.25000,-89.74394,-78.96828,1.14244,0.00237,-0.00000,-1.19358,0.01360,78.96828,90.00000,180.00000,0.00000,0.04312,0.11936,0.00000,0.00000,0.20000,0.00000,transfer
95.25417,-89.74394,-78.97034,1.14222,0.00237,-0.00000,-1.19353,0.01339,78.97034,90.00000,180.00000,0.00000,0.04312,0.11935,0.00000,0.00000,0.20000,0.00000,transfer
95.25833,-89.74394,-78.97240,1.14199,0.00237,-0.00000,-1.19347,0.01318,78.97240,90.00000,-180.00000,0.00000,0.04312,0.11935,0.00000,0.00000,0.20000,0.00000,transfer
95.26250,-89.74394,-78.97447,1.14177,0.00237,-0.00000,-1.19342,0.01297,78.97447,90.00000,-180.00000,0.00000,0.04312,0.11934,0.00000,0.00000,0.20000,0.00000,transfer
95.26667,-89.74394,-78.97653,1.14154,0.00237,-0.00000,-1.19336,0.01275,78.97653,90.00000,-180.00000,0.00000,0.04312,0.11934,0.00000,0.00000,0.20000,0.00000,transfer
95.27083,-89.74394,-78.97859,1.14132,0.00237,-0.00000,-1.19331,0.01254,78.97859,90.00000,180.00000,0.00000,0.04312,0.11933,0.00000,0.00000,0.20000,0.00000,transfer
95.27500,-89.74394,-78.98065,1.14110,0.00237,-0.00000,-1.19326,0.01232,78.98065,90.00000,-180.00000,0.00000,0.04312,0.11933,0.00000,0.00000,0.20000,0.00000,transfer
95.27917,-89.74394,-78.98271,1.14087,0.00237,-0.00000,-1.19321,0.01210,78.98271,90.00000,-180.00000,0.00000,0.04312,0.11932,0.00000,0.00000,0.20000,0.00000,transfer
95.28333,-89.74394,-78.98476,1.14065,0.00237,-0.00000,-1.19316,0.01187,78.98476,90.00000,180.00000,0.00000,0.04312,0.11932,0.00000,0.00000,0.20000,0.00000,transfer
95.28750,-89.74394,-78.98682,1.14043,0.00237,-0.00000,-1.19311,0.01165,78.98682,90.00000,180.00000,0.00000,0.04312,0.11931,0.00000,0.00000,0.20000,0.00000,transfer
95.29167,-89.74393,-78.98888,1.14020,0.00237,-0.00000,-1.19306,0.01142,78.98888,90.00000,-180.00000,-0.00000,0.04312,0.11931,0.00000,0.00000,0.20000,0.00000,transfer
95.29583,-89.74393,-78.99094,1.13998,0.00237,-0.00000,-1.19302,0.01119,78.99094,90.00000,-180.00000,0.00000,0.04312,0.11930,0.00000,0.00000,0.20000,0.00000,transfer
95.30000,-89.74393,-78.99299,1.13976,0.00237,-0.00000,-1.19297,0.01096,78.99299,90.00000,180.00000,0.00000,0.04312,0.11930,0.00000,0.00000,0.20000,0.00000,transfer
95.30417,-89.74393,-78.99505,1.13953,0.00237,-0.00000,-1.19292,0.01072,78.99505,90.00000,180.00000,0.00000,0.04312,0.11929,0.00000,0.00000,0.20000,0.00000,transfer
95.30833,-89.74393,-78.99710,1.13931,0.00237,-0.00000,-1.19288,0.01049,78.99710,90.00000,-180.00000,-0.00000,0.04312,0.11929,0.00000,0.00000,0.20000,0.00000,transfer
95.31250,-89.74393,-78.99915,1.13909,0.00237,-0.00000,-1.19284,0.01025,78.99915,90.00000,-180.00000,0.00000,0.04312,0.11928,0.00000,0.00000,0.20000,0.00000,transfer
95.31667,-89.74393,-79.00120,1.13886,0.00237,-0.00000,-1.19279,0.01001,79.00120,90.00000,-180.00000,0.00000,0.04312,0.11928,0.00000,0.00000,0.20000,0.00000,transfer
95.32083,-89.74393,-79.00326,1.13864,0.00237,-0.00000,-1.19275,0.00977,79.00326,90.00000,-180.00000,0.00000,0.04312,0.11928,0.00000,0.00000,0.20000,0.00000,transfer
95.32500,-89.74393,-79.00531,1.13842,0.00237,-0.00000,-1.19271,0.00953,79.00531,90.00000,180.00000,0.00000,0.04312,0.11927,0.00000,0.00000,0.20000,0.00000,transfer
95.32917,-89.74393,-79.00736,1.13820,0.00237,-0.00000,-1.19267,0.00929,79.00736,90.00000,180.00000,0.00000,0.04312,0.11927,0.00000,0.00000,0.20000,0.00000,transfer
95.33333,-89.74393,-79.00941,1.13797,0.00236,-0.00000,-1.19264,0.00904,79.00941,90.00000,-180.00000,0.00000,0.04312,0.11926,0.00000,0.00000,0.20000,0.00000,transfer
95.33750,-89.74393,-79.01145,1.13775,0.00236,-0.00000,-1.19260,0.00880,79.01145,90.00000,-180.00000,-0.00000,0.04312,0.11926,0.00000,0.00000,0.20000,0.00000,transfer
95.34167,-89.74393,-79.01350,1.13753,0.00236,-0.00000,-1.19256,0.00855,79.01350,90.00000,-180.00000,0.00000,0.04312,0.11926,0.00000,0.00000,0.20000,0.00000,transfer
95.34583,-89.74392,-79.01555,1.13731,0.00236,-0.00000,-1.19253,0.00830,79.01555,90.00000,-180.00000,-0.00000,0.04312,0.11925,0.00000,0.00000,0.20000,0.00000,transfer
95.35000,-89.74392,-79.01759,1.13708,0.00236,-0.00000,-1.19249,0.00805,79.01759,90.00000,180.00000,0.00000,0.04312,0.11925,0.00000,0.00000,0.20000,0.00000,transfer
95.35417,-89.74392,-79.01964,1.13686,0.00236,-0.00000,-1.19246,0.00780,79.01964,90.00000,-180.00000,-0.00000,0.04312,0.11925,0.00000,0.00000,0.20000,0.00000,transfer
95.35833,-89.74392,-79.02168,1.13664,0.00236,-0.00000,-1.19243,0.00755,79.02168,90.00000,-180.00000,0.00000,0.04312,0.11924,0.00000,0.00000,0.20000,0.00000,transfer
95.36250,-89.74392,-79.02373,1.13642,0.00236,-0.00000,-1.19240,0.00730,79.02373,90.00000,180.00000,0.00000,0.04312,0.11924,0.00000,0.00000,0.20000,0.00000,transfer
95.36667,-89.74392,-79.02577,1.13620,0.00236,-0.00000,-1.19237,0.00704,79.02577,90.00000,-180.00000,0.00000,0.04312,0.11924,0.00000,0.00000,0.20000,0.00000,transfer
95.37083,-89.74392,-79.02781,1.13597,0.00236,-0.00000,-1.19234,0.00679,79.02781,90.00000,180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.37500,-89.74392,-79.02986,1.13575,0.00236,-0.00000,-1.19231,0.00653,79.02986,90.00000,180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.37917,-89.74392,-79.03190,1.13553,0.00236,-0.00000,-1.19228,0.00628,79.03190,90.00000,180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.38333,-89.74392,-79.03394,1.13531,0.00236,-0.00000,-1.19226,0.00602,79.03394,90.00000,180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.38750,-89.74391,-79.03598,1.13509,0.00236,-0.00000,-1.19223,0.00577,79.03598,90.00000,180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.39167,-89.74391,-79.03801,1.13487,0.00236,-0.00000,-1.19221,0.00551,79.03801,90.00000,180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.39583,-89.74391,-79.04005,1.13464,0.00236,-0.00000,-1.19219,0.00525,79.04005,90.00000,180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.40000,-89.74391,-79.04209,1.13442,0.00236,-0.00000,-1.19217,0.00499,79.04209,90.00000,180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.40417,-89.74391,-79.04412,1.13420,0.00236,-0.00000,-1.19215,0.00473,79.04412,90.00000,-180.00000,-0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.40833,-89.74391,-79.04616,1.13398,0.00236,-0.00000,-1.19213,0.00447,79.04616,90.00000,180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.41250,-89.74391,-79.04819,1.13376,0.00236,-0.00000,-1.19211,0.00422,79.04819,90.00000,-180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.41667,-89.74391,-79.05023,1.13354,0.00236,-0.00000,-1.19209,0.00396,79.05023,90.00000,-180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.42083,-89.74391,-79.05226,1.13332,0.00236,-0.00000,-1.19208,0.00370,79.05226,90.00000,180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.42500,-89.74391,-79.05429,1.13310,0.00236,-0.00000,-1.19206,0.00344,79.05429,90.00000,180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.42917,-89.74390,-79.05633,1.13288,0.00235,-0.00000,-1.19205,0.00318,79.05633,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.43333,-89.74390,-79.05836,1.13266,0.00235,-0.00000,-1.19203,0.00292,79.05836,90.00000,-180.00000,-0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.43750,-89.74390,-79.06039,1.13244,0.00235,-0.00000,-1.19202,0.00266,79.06039,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.44167,-89.74390,-79.06242,1.13222,0.00235,-0.00000,-1.19201,0.00240,79.06242,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.44583,-89.74390,-79.06445,1.13199,0.00235,-0.00000,-1.19200,0.00214,79.06445,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.45000,-89.74390,-79.06647,1.13177,0.00235,-0.00000,-1.19199,0.00188,79.06647,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.45417,-89.74390,-79.06850,1.13155,0.00235,-0.00000,-1.19199,0.00162,79.06850,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.45833,-89.74390,-79.07053,1.13133,0.00235,-0.00000,-1.19198,0.00137,79.07053,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.46250,-89.74390,-79.07255,1.13111,0.00235,-0.00000,-1.19198,0.00111,79.07255,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.46667,-89.74389,-79.07458,1.13089,0.00235,-0.00000,-1.19197,0.00085,79.07458,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.47083,-89.74389,-79.07660,1.13067,0.00235,-0.00001,-1.19197,0.00059,79.07660,90.00000,-180.00000,-0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.47500,-89.74389,-79.07862,1.13046,0.00235,-0.00001,-1.19197,0.00034,79.07862,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.47917,-89.74389,-79.08065,1.13024,0.00235,-0.00001,-1.19197,0.00008,79.08065,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.48333,-89.74389,-79.08267,1.13002,0.00235,-0.00001,-1.19197,-0.00017,79.08267,90.00000,-180.00000,-0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.48750,-89.74389,-79.08469,1.12980,0.00235,-0.00001,-1.19197,-0.00042,79.08469,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.49167,-89.74389,-79.08671,1.12958,0.00235,-0.00001,-1.19197,-0.00068,79.08671,90.00000,-180.00000,-0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.49583,-89.74389,-79.08873,1.12936,0.00235,-0.00001,-1.19197,-0.00093,79.08873,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.50000,-89.74388,-79.09075,1.12914,0.00235,-0.00001,-1.19198,-0.00118,79.09075,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.50417,-89.74388,-79.09277,1.12892,0.00235,-0.00001,-1.19198,-0.00143,79.09277,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.50833,-89.74388,-79.09478,1.12870,0.00235,-0.00001,-1.19199,-0.00168,79.09478,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.51250,-89.74388,-79.09680,1.12848,0.00235,-0.00001,-1.19200,-0.00192,79.09680,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.51667,-89.74388,-79.09882,1.12826,0.00235,-0.00001,-1.19201,-0.00217,79.09882,90.00000,180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.52083,-89.74388,-79.10083,1.12804,0.00234,-0.00001,-1.19201,-0.00241,79.10083,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.52500,-89.74388,-79.10285,1.12782,0.00234,-0.00001,-1.19203,-0.00266,79.10285,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.52917,-89.74388,-79.10486,1.12761,0.00234,-0.00001,-1.19204,-0.00290,79.10486,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.53333,-89.74387,-79.10687,1.12739,0.00234,-0.00001,-1.19205,-0.00314,79.10687,90.00000,-180.00000,0.00000,0.04312,0.11920,0.00000,0.00000,0.20000,0.00000,transfer
95.53750,-89.74387,-79.10889,1.12717,0.00234,-0.00001,-1.19206,-0.00338,79.10889,90.00000,180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.54167,-89.74387,-79.11090,1.12695,0.00234,-0.00001,-1.19208,-0.00362,79.11090,90.00000,180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.54583,-89.74387,-79.11291,1.12673,0.00234,-0.00001,-1.19209,-0.00386,79.11291,90.00000,-180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.55000,-89.74387,-79.11492,1.12651,0.00234,-0.00001,-1.19211,-0.00409,79.11492,90.00000,180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.55417,-89.74387,-79.11693,1.12630,0.00234,-0.00001,-1.19213,-0.00432,79.11693,90.00000,-180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.55833,-89.74387,-79.11894,1.12608,0.00234,-0.00001,-1.19215,-0.00455,79.11894,90.00000,180.00000,0.00000,0.04312,0.11921,0.00000,0.00000,0.20000,0.00000,transfer
95.56250,-89.74386,-79.12094,1.12586,0.00234,-0.00001,-1.19217,-0.00478,79.12094,90.00000,-180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.56667,-89.74386,-79.12295,1.12564,0.00234,-0.00001,-1.19219,-0.00501,79.12295,90.00000,180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.57083,-89.74386,-79.12496,1.12542,0.00234,-0.00001,-1.19221,-0.00524,79.12496,90.00000,-180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.57500,-89.74386,-79.12696,1.12521,0.00234,-0.00001,-1.19223,-0.00546,79.12696,90.00000,180.00000,0.00000,0.04312,0.11922,0.00000,0.00000,0.20000,0.00000,transfer
95.57917,-89.74386,-79.12897,1.12499,0.00234,-0.00001,-1.19225,-0.00568,79.12897,90.00000,180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.58333,-89.74386,-79.13097,1.12477,0.00234,-0.00001,-1.19228,-0.00590,79.13097,90.00000,-180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.58750,-89.74386,-79.13297,1.12455,0.00234,-0.00001,-1.19230,-0.00612,79.13297,90.00000,180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.59167,-89.74385,-79.13498,1.12434,0.00234,-0.00001,-1.19233,-0.00634,79.13498,90.00000,180.00000,0.00000,0.04312,0.11923,0.00000,0.00000,0.20000,0.00000,transfer
95.59583,-89.74385,-79.13698,1.12412,0.00234,-0.00001,-1.19235,-0.00655,79.13698,90.00000,180.00000,0.00000,0.04312,0.11924,0.00000,0.00000,0.20000,0.00000,transfer
95.60000,-89.74385,-79.13898,1.12390,0.00234,-0.00001,-1.19238,-0.00676,79.13898,90.00000,180.00000,0.00000,0.04312,0.11924,0.00000,0.00000,0.20000,0.00000,transfer
95.60417,-89.74385,-79.14098,1.12368,0.00234,-0.00001,-1.19241,-0.00697,79.14098,90.00000,-180.00000,0.00000,0.04312,0.11924,0.00000,0.00000,0.20000,0.00000,transfer
95.60833,-89.74385,-79.14298,1.12347,0.00234,-0.00001,-1.19244,-0.00718,79.14298,90.00000,180.00000,0.00000,0.04312,0.11924,0.00000,0.00000,0.20000,0.00000,transfer
95.61250,-89.74385,-79.14498,1.12325,0.00234,-0.00001,-1.19247,-0.00739,79.14498,90.00000,-180.00000,-0.00000,0.04312,0.11925,0.00000,0.00000,0.20000,0.00000,transfer
95.61667,-89.74384,-79.14698,1.12303,0.00233,-0.00001,-1.19250,-0.00759,79.14698,90.00000,-180.00000,0.00000,0.04312,0.11925,0.00000,0.00000,0.20000,0.00000,transfer
95.62083,-89.74384,-79.14897,1.12282,0.00233,-0.00001,-1.19253,-0.00779,79.14897,90.00000,-180.00000,-0.00000,0.04312,0.11925,0.00000,0.00000,0.20000,0.00000,transfer
95.62500,-89.74384,-79.15097,1.12260,0.00233,-0.00001,-1.19257,-0.00799,79.15097,90.00000,-180.00000,-0.00000,0.04312,0.11926,0.00000,0.00000,0.20000,0.00000,transfer
95.62917,-89.74384,-79.15297,1.12238,0.00233,-0.00001,-1.19260,-0.00818,79.15297,90.00000,180.00000,0.00000,0.04312,0.11926,0.00000,0.00000,0.20000,0.00000,transfer
95.63333,-89.74384,-79.15496,1.12217,0.00233,-0.00001,-1.19264,-0.00838,79.15496,90.00000,-180.00000,0.00000,0.04312,0.11926,0.00000,0.00000,0.20000,0.00000,transfer
95.63750,-89.74384,-79.15696,1.12195,0.00233,-0.00001,-1.19267,-0.00857,79.15696,90.00000,-180.00000,0.00000,0.04312,0.11927,0.00000,0.00000,0.20000,0.00000,transfer
95.64167,-89.74384,-79.15895,1.12173,0.00233,-0.00001,-1.19271,-0.00876,79.15895,90.00000,-180.00000,0.00000,0.04312,0.11927,0.00000,0.00000,0.20000,0.00000,transfer
95.64583,-89.74383,-79.16094,1.12152,0.00233,-0.00001,-1.19274,-0.00894,79.16094,90.00000,180.00000,0.00000,0.04312,0.11927,0.00000,0.00000,0.20000,0.00000,transfer
95.65000,-89.74383,-79.16293,1.12130,0.00233,-0.00001,-1.19278,-0.00912,79.16293,90.00000,180.00000,0.00000,0.04312,0.11928,0.00000,0.00000,0.20000,0.00000,transfer
95.65417,-89.74383,-79.16493,1.12108,0.00233,-0.00001,-1.19282,-0.00930,79.16493,90.00000,180.00000,0.00000,0.04312,0.11928,0.00000,0.00000,0.20000,0.00000,transfer
95.65833,-89.74383,-79.16692,1.12087,0.00233,-0.00001,-1.19286,-0.00948,79.16692,90.00000,-180.00000,0.00000,0.04312,0.11929,0.00000,0.00000,0.20000,0.00000,transfer
95.66250,-89.74383,-79.16891,1.12065,0.00233,-0.00001,-1.19290,-0.00966,79.16891,90.00000,180.00000,0.00000,0.04312,0.11929,0.00000,0.00000,0.20000,0.00000,transfer
95.66667,-89.74383,-79.17090,1.12044,0.00233,-0.00001,-1.19294,-0.00983,79.17090,90.00000,-180.00000,0.00000,0.04312,0.11929,0.00000,0.00000,0.20000,0.00000,transfer
95.67083,-89.74382,-79.17288,1.12022,0.00233,-0.00001,-1.19298,-0.01000,79.17288,90.00000,180.00000,0.00000,0.04312,0.11930,0.00000,0.00000,0.20000,0.00000,transfer
95.67500,-89.74382,-79.17487,1.12000,0.00233,-0.00001,-1.19302,-0.01016,79.17487,90.00000,-180.00000,-0.00000,0.04312,0.11930,0.00000,0.00000,0.20000,0.00000,transfer
95.67917,-89.74382,-79.17686,1.11979,0.00233,-0.00001,-1.19307,-0.01033,79.17686,90.00000,-180.00000,-0.00000,0.04312,0.11931,0.00000,0.00000,0.20000,0.00000,transfer
95.68333,-89.74382,-79.17885,1.11957,0.00233,-0.00001,-1.19311,-0.01049,79.17885,90.00000,180.00000,0.00000,0.04312,0.11931,0.00000,0.00000,0.20000,0.00000,transfer
95.68750,-89.74382,-79.18083,1.11936,0.00233,-0.00001,-1.19315,-0.01065,79.18083,90.00000,180.00000,0.00000,0.04312,0.11932,0.00000,0.00000,0.20000,0.00000,transfer
95.69167,-89.74381,-79.18282,1.11914,0.00233,-0.00001,-1.19320,-0.01080,79.18282,90.00000,180.00000,0.00000,0.04312,0.11932,0.00000,0.00000,0.20000,0.00000,transfer
95.69583,-89.74381,-79.18480,1.11893,0.00233,-0.00001,-1.19324,-0.01095,79.18480,90.00000,180.00000,0.00000,0.04312,0.11932,0.00000,0.00000,0.20000,0.00000,transfer
95.70000,-89.74381,-79.18678,1.11871,0.00233,-0.00001,-1.19329,-0.01110,79.18678,90.00000,180.00000,0.00000,0.04312,0.11933,0.00000,0.00000,0.20000,0.00000,transfer
95.70417,-89.74381,-79.18877,1.11850,0.00233,-0.00001,-1.19334,-0.01125,79.18877,90.00000,180.00000,0.00000,0.04312,0.11933,0.00000,0.00000,0.20000,0.00000,transfer
95.70833,-89.74381,-79.19075,1.11828,0.00233,-0.00001,-1.19338,-0.01139,79.19075,90.00000,-180.00000,0.00000,0.04312,0.11934,0.00000,0.00000,0.20000,0.00000,transfer
95.71250,-89.74381,-79.19273,1.11807,0.00233,-0.00001,-1.19343,-0.01153,79.19273,90.00000,-180.00000,0.00000,0.04312,0.11934,0.00000,0.00000,0.20000,0.00000,transfer
95.71667,-89.74380,-79.19471,1.11785,0.00232,-0.00001,-1.19348,-0.01167,79.19471,90.00000,-180.00000,-0.00000,0.04312,0.11935,0.00000,0.00000,0.20000,0.00000,transfer
95.72083,-89.74380,-79.19669,1.11764,0.00232,-0.00001,-1.19353,-0.01180,79.19669,90.00000,-180.00000,0.00000,0.04312,0.11935,0.00000,0.00000,0.20000,0.00000,transfer
95.72500,-89.74380,-79.19867,1.11742,0.00232,-0.00001,-1.19358,-0.01194,79.19867,90.00000,180.00000,0.00000,0.04312,0.11936,0.00000,0.00000,0.20000,0.00000,transfer
95.72917,-89.74380,-79.20065,1.11721,0.00232,-0.00001,-1.19363,-0.01206,79.20065,90.00000,-180.00000,0.00000,0.04312,0.11936,0.00000,0.00000,0.20000,0.00000,transfer
95.73333,-89.74380,-79.20263,1.11699,0.00232,-0.00001,-1.19368,-0.01219,79.20263,90.00000,180.00000,0.00000,0.04312,0.11937,0.00000,0.00000,0.20000,0.00000,transfer
95.73750,-89.74379,-79.20460,1.11678,0.00232,-0.00001,-1.19373,-0.01231,79.20460,90.00000,-180.00000,-0.00000,0.04312,0.11937,0.00000,0.00000,0.20000,0.00000,transfer
95.74167,-89.74379,-79.20658,1.11656,0.00232,-0.00001,-1.19378,-0.01243,79.20658,90.00000,180.00000,0.00000,0.04312,0.11938,0.00000,0.00000,0.20000,0.00000,transfer
95.74583,-89.74379,-79.20855,1.11635,0.00232,-0.00001,-1.19383,-0.01254,79.20855,90.00000,180.00000,0.00000,0.04312,0.11938,0.00000,0.00000,0.20000,0.00000,transfer
95.75000,-89.74379,-79.21053,1.11613,0.00232,-0.00001,-1.19388,-0.01265,79.21053,90.00000,-180.00000,0.00000,0.04312,0.11939,0.00000,0.00000,0.20000,0.00000,transfer
95.75417,-89.74379,-79.21250,1.11592,0.00232,-0.00001,-1.19394,-0.01276,79.21250,90.00000,180.00000,0.00000,0.04312,0.11939,0.00000,0.00000,0.20000,0.00000,transfer
95.75833,-89.74379,-79.21448,1.11571,0.00232,-0.00001,-1.19399,-0.01287,79.21448,90.00000,180.00000,0.00000,0.04312,0.11940,0.00000,0.00000,0.20000,0.00000,transfer
95.76250,-89.74378,-79.21645,1.11549,0.00232,-0.00001,-1.19404,-0.01297,79.21645,90.00000,180.00000,0.00000,0.04312,0.11940,0.00000,0.00000,0.20000,0.00000,transfer
95.76667,-89.74378,-79.21842,1.11528,0.00232,-0.00001,-1.19410,-0.01307,79.21842,90.00000,-180.00000,0.00000,0.04312,0.11941,0.00000,0.00000,0.20000,0.00000,transfer
95.77083,-89.74378,-79.22039,1.11506,0.00232,-0.00001,-1.19415,-0.01316,79.22039,90.00000,-180.00000,0.00000,0.04312,0.11942,0.00000,0.00000,0.20000,0.00000,transfer
